Approved.symbol	Previous.symbols	Alias.symbols	NCBI.Gene.ID	Ensembl.gene.ID
SH3D20~withdrawn	NA	SH3P20	NA	NA
SH3D21	C1orf113	FLJ22938	79729	ENSG00000214193
SH3GL1	NA	SH3P8, SH3D2B, CNSA1, EEN, MGC111371	6455	ENSG00000141985
SH3GL1P1	SH3GLP1	CNSA-P1	6458	ENSG00000266777
SH3GL1P2	SH3GLP2	CNSA-P2	6459	ENSG00000264943
SH3GL1P3	SH3GLP3	CNSA-P3	727736	ENSG00000267352
SH3GL2	NA	SH3P4, SH3D2A, CNSA2, EEN-B1	6456	ENSG00000107295
SH3GL3	NA	SH3D2C, SH3P13, CNSA3, EEN-B2, HsT19371	6457	ENSG00000140600
SH3GLB1	NA	CGI-61, KIAA0491, Bif-1, PPP1R70	51100	ENSG00000097033
SH3GLB2	NA	KIAA1848	56904	ENSG00000148341
SH3KBP1	NA	CIN85	30011	ENSG00000147010
SH3PXD2A	SH3MD1	FISH, KIAA0418	9644	ENSG00000107957
SH3PXD2A-AS1	NA	NA	100505839	ENSG00000280693
SH3PXD2B	KIAA1295	FLJ20831	285590	ENSG00000174705
SH3RF1	SH3MD2	POSH, RNF142, KIAA1494	57630	ENSG00000154447
SH3RF2	PPP1R39	FLJ23654, RNF158, Hepp1, POSHER	153769	ENSG00000156463
SH3RF3	SH3MD4	FLJ00204, POSH2	344558	ENSG00000172985
SH3RF3-AS1	NA	NA	100287216	ENSG00000259863
SH3TC1	NA	FLJ20356	54436	ENSG00000125089
SH3TC2	NA	KIAA1985, CMT4C	79628	ENSG00000169247
SH3TC2-DT	NA	NA	255187	ENSG00000250072
SH3YL1	NA	Ray, DKFZP586F1318	26751	ENSG00000035115
SHANK1	NA	SSTRIP, SPANK-1, synamon	50944	ENSG00000161681
SHANK2	CORTBP1	CTTNBP1, ProSAP1, SHANK, SPANK-3	22941	ENSG00000162105
SHANK2-AS1	NA	NA	NA	ENSG00000226627
SHANK2-AS2	NA	NA	NA	ENSG00000236262
SHANK2-AS3	C11orf76	NA	220070	ENSG00000171671
SHANK3	NA	SPANK-2, prosap2, KIAA1650, PSAP2	85358	ENSG00000251322
SHARPIN	NA	DKFZP434N1923, SIPL1	81858	ENSG00000179526
SHB	NA	NA	6461	ENSG00000107338
SHBG	NA	ABP, TEBG, MGC126834, MGC138391	6462	ENSG00000129214
SHC1	SHC	p66, ShcA	6464	ENSG00000160691
SHC1P1	NA	NA	6465	ENSG00000230889
SHC1P2	SHCL1	NA	6466	ENSG00000267691
SHC2	NA	SLI, SCK, SHCB	25759	ENSG00000129946
SHC3	NA	N-Shc, NSHC, SHCC	53358	ENSG00000148082
SHC4	NA	RaLP, SHCD	399694	ENSG00000185634
SHCBP1	NA	FLJ22009, PAL	79801	ENSG00000171241
SHCBP1L	C1orf14	NA	81626	ENSG00000157060
SHD	NA	NA	56961	ENSG00000105251
SHE	NA	NA	126669	ENSG00000169291
SHF	NA	NA	90525	ENSG00000138606
SHFD1~withdrawn	NA	NA	NA	NA
SHFD2~withdrawn	NA	NA	NA	NA
SHFL	C19orf66	FLJ11286, RyDEN, IRAV, SFL	55337	ENSG00000130813
SHFM2	SHFD2	SHSF2	NA	NA
SHFM5	NA	NA	NA	NA
SHH	HPE3, HLP3	HHG1, SMMCI, TPT, TPTPS, MCOPCB5	6469	ENSG00000164690
SHISA2	C13orf13, TMEM46	bA398O19.2, PRO28631, WGAR9166, hShisa	387914	ENSG00000180730
SHISA3	NA	hShisa3	152573	ENSG00000178343
SHISA4	C1orf40, TMEM58	hShisa4	149345	ENSG00000198892
SHISA5	NA	SCOTIN, hShisa5	51246	ENSG00000164054
SHISA5P1	NA	NA	643043	ENSG00000226641
SHISA5P2	NA	NA	101928425	ENSG00000203397
SHISA6	NA	FLJ45455	388336	ENSG00000188803
SHISA7	NA	NA	729956	ENSG00000187902
SHISA8	C22orf17	Orf26	440829	ENSG00000234965
SHISA9	NA	NA	729993	ENSG00000237515
SHISAL1	KIAA1644	NA	85352	ENSG00000138944
SHISAL2A	FAM159A	MGC52498	348378	ENSG00000182183
SHISAL2B	FAM159B	NA	100132916	ENSG00000145642
SHKBP1	NA	PP203, Sb1	92799	ENSG00000160410
SHLD1	C20orf196	FLJ25067, RINN3	149840	ENSG00000171984
SHLD2	FAM35A	MGC5560, bA163M19.1, FAM35A1, RINN2	54537	ENSG00000122376
SHLD2P1	FAM35B, FAM35EP, FAM35BP	bA38L15.1	414241	ENSG00000165874
SHLD2P2	FAM35AP, FAM35A2, FAM35CP	NA	100128781	ENSG00000259096
SHLD2P3	FAM35B2, FAM35DP	NA	439965	ENSG00000189014
SHLD3	NA	AC008560.1, FLJ26957, CTC-534A2.2, RINN1	NA	ENSG00000253251
SHMT~withdrawn	NA	NA	NA	NA
SHMT1	NA	CSHMT, SHMT, MGC15229, MGC24556	6470	ENSG00000176974
SHMT1P1	SHMT1P	NA	6471	ENSG00000224751
SHMT2	SHMT	NA	6472	ENSG00000182199
SHOC1	C9orf84	FLJ32779, Zip2, MZIP2	158401	ENSG00000165181
SHOC2	NA	KIAA0862, SOC2, SUR-8, SOC-2, SUR8	8036	ENSG00000108061
SHOX	NA	PHOG, GCFX, SS, SHOXY	6473	ENSG00000185960
SHOX2	NA	SHOT, OG12X, OG12	6474	ENSG00000168779
SHPK	CARKL	SHK	23729	ENSG00000197417
SHPRH	NA	FLJ90837, KIAA2023, bA545I5.2	257218	ENSG00000146414
SHQ1	NA	FLJ10539, Shq1p	55164	ENSG00000144736
SHQ1P1	NA	NA	644451	ENSG00000231588
SHROOM1	NA	APXL2, KIAA1960	134549	ENSG00000164403
SHROOM2	APXL	NA	357	ENSG00000146950
SHROOM2P1	APXLP	NA	10031	ENSG00000226863
SHROOM3	NA	ShrmL, SHRM, KIAA1481, APXL3	57619	ENSG00000138771
SHROOM3-AS1	NA	NA	105377289	ENSG00000233860
SHROOM4	NA	KIAA1202	57477	ENSG00000158352
SHS~withdrawn	MRXS3	NA	NA	NA
SHTN1	KIAA1598	shootin1, shootin-1	57698	ENSG00000187164
SI	NA	NA	6476	ENSG00000090402
SIAE	YSG2	CSE-C, MGC87009, LSE	54414	ENSG00000110013
SIAH1	NA	hSIAH1	6477	ENSG00000196470
SIAH1P1	SIAH1L	NA	340571	ENSG00000230227
SIAH2	NA	NA	6478	ENSG00000181788
SIAH2-AS1	NA	NA	NA	ENSG00000244265
SIAH3	NA	FLJ39203	283514	ENSG00000215475
SIASD~withdrawn	NA	SD	NA	NA
SIAT5	NA	STZ, SAT3	NA	NA
SIAT7B~withdrawn	NA	SThM	NA	NA
SIAT8~withdrawn	NA	NA	NA	NA
SIATL1~withdrawn	NA	NA	NA	NA
SIDT1	NA	FLJ20174, SID-1	54847	ENSG00000072858
SIDT1-AS1	NA	NA	NA	ENSG00000239453
SIDT2	NA	CGI-40	51092	ENSG00000149577
SIGIRR	NA	TIR8, IL-1R8	59307	ENSG00000185187
SIGLEC1	SN	SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin	6614	ENSG00000088827
SIGLEC5	CD33L2	OB-BP2, SIGLEC-5, CD170	8778	ENSG00000105501
SIGLEC6	CD33L, CD33L1	OB-BP1, SIGLEC-6, CD327	946	ENSG00000105492
SIGLEC7	SIGLEC19P, SIGLECP2	SIGLEC-7, p75/AIRM1, QA79, CD328	27036	ENSG00000168995
SIGLEC8	NA	SIGLEC-8, SAF2, SIGLEC8L, MGC59785	27181	ENSG00000105366
SIGLEC9	NA	CD329	27180	ENSG00000129450
SIGLEC10	NA	SIGLEC-10, SLG2, PRO940, MGC126774	89790	ENSG00000142512
SIGLEC10-AS1	NA	NA	100129083	ENSG00000255441
SIGLEC11	NA	NA	114132	ENSG00000161640
SIGLEC12	SIGLECL1	SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1	89858	ENSG00000254521
SIGLEC14	NA	NA	100049587	ENSG00000254415
SIGLEC15	CD33L3	HsT1361	284266	ENSG00000197046
SIGLEC16	SIGLECP16	Siglec-P16	400709	ENSG00000161643
SIGLEC17P	SIGLECP3	NA	284367	ENSG00000171101
SIGLEC18P	SIGLECP1	NA	114184	ENSG00000268581
SIGLEC19P~withdrawn	SIGLECP2	NA	NA	NA
SIGLEC20P	SIGLECP4	NA	114192	ENSG00000268336
SIGLEC21P	SIGLECP5	NA	114194	ENSG00000269253
SIGLEC22P	SIGLECP6	NA	114195	ENSG00000268849
SIGLEC23P~withdrawn	SIGLECP7	NA	NA	NA
SIGLEC24P	SIGLECP8	NA	114196	ENSG00000269021
SIGLEC25P	SIGLECP9	NA	114198	NA
SIGLEC26P	SIGLECP10	NA	114185	NA
SIGLEC27P	SIGLECP11	NA	114186	ENSG00000269580
SIGLEC28P	SIGLECP12	NA	114187	NA
SIGLEC29P	SIGLECP13	NA	114188	ENSG00000268267
SIGLEC30P	SIGLECP14	NA	114190	ENSG00000224896
SIGLEC31P	SIGLECP15	NA	114189	ENSG00000268847
SIGLECL1	C19orf75, SIGLEC23P, SIGLECP7	FLJ40235	284369	ENSG00000179213
SIGMAR1	OPRS1	SR-BP1	10280	ENSG00000147955
SIK1	SNF1LK	msk	150094	ENSG00000142178
SIK1B	NA	NA	102724428	ENSG00000275993
SIK2	SNF1LK2	KIAA0781, QIK, DKFZp434K1115, LOH11CR1I	23235	ENSG00000170145
SIK3	NA	FLJ12240, L19, KIAA0999, QSK	23387	ENSG00000160584
SIK3-IT1	NA	NA	NA	ENSG00000231865
SIKE1	NA	FLJ21168, SIKE	80143	ENSG00000052723
SIL1	MSS	BAP, ULG5	64374	ENSG00000120725
SILC1	LINC01105	FLJ30594, LOC150622	150622	ENSG00000232044
SIM~withdrawn	NA	NA	NA	NA
SIM1	NA	bHLHe14	6492	ENSG00000112246
SIM1-AS1	NA	NA	102724406	ENSG00000228082
SIM2	SIM	MGC119447, bHLHe15	6493	ENSG00000159263
SIMC1	C5orf25	FLJ44216, OOMA1, PLEIAD	375484	ENSG00000170085
SIN3A	NA	KIAA0700, DKFZP434K2235	25942	ENSG00000169375
SIN3B	NA	KIAA0700	23309	ENSG00000127511
SINHCAF	C12orf14, FAM60A	TERA	58516	ENSG00000139146
SINHCAFP1	FAM60BP	HsT2323	100421588	ENSG00000263829
SINHCAFP2	FAM60CP	NA	728115	ENSG00000267742
SINHCAFP3	FAM60DP	NA	646721	ENSG00000253488
SIPA1	NA	SPA1	6494	ENSG00000213445
SIPA1L1	NA	KIAA0440, E6TP1, SPAR1	26037	ENSG00000197555
SIPA1L2	NA	KIAA1389, SPAR2	57568	ENSG00000116991
SIPA1L3	NA	KIAA0545, SPAR3	23094	ENSG00000105738
SIRLNT	NA	lncRNA-PRLB	NA	ENSG00000253802
SIRPA	PTPNS1	SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1	140885	ENSG00000198053
SIRPAP1	PTPNS1L	SIRPA2P	23755	ENSG00000225774
SIRPB1	NA	SIRP-BETA-1, CD172b	10326	ENSG00000101307
SIRPB2	PTPN1L, PTPNS1L3	dJ776F14.2	284759	ENSG00000196209
SIRPB3P	NA	NA	105369219	ENSG00000223750
SIRPD	PTPNS1L2	dJ576H24.4	128646	ENSG00000125900
SIRPG	SIRPB2	bA77C3.1, SIRP-B2, SIRPgamma, CD172g	55423	ENSG00000089012
SIRPG-AS1	NA	NA	101929010	ENSG00000237914
SIRT1	NA	SIR2L1	23411	ENSG00000096717
SIRT1-AS	NA	NA	106633813	NA
SIRT2	SIR2L	NA	22933	ENSG00000068903
SIRT3	NA	SIR2L3	23410	ENSG00000142082
SIRT4	NA	SIR2L4	23409	ENSG00000089163
SIRT5	NA	NA	23408	ENSG00000124523
SIRT6	NA	NA	51548	ENSG00000077463
SIRT7	NA	NA	51547	ENSG00000187531
SIT1	NA	SIT	27240	ENSG00000137078
SIVA1	NA	SIVA, Siva-1, Siva-2, CD27BP	10572	ENSG00000184990
SIX1	DFNA23	NA	6495	ENSG00000126778
SIX2	NA	NA	10736	ENSG00000170577
SIX3	HPE2	NA	6496	ENSG00000138083
SIX3-AS1	NA	SIX3OS	100506108	ENSG00000236502
SIX4	NA	AREC3	51804	ENSG00000100625
SIX5	DMAHP	NA	147912	ENSG00000177045
SIX6	OPTX2	Six9	4990	ENSG00000184302
SJS1~withdrawn	NA	NA	NA	NA
SKA1	C18orf24	MGC10200	220134	ENSG00000154839
SKA2	FAM33A	FLJ12758	348235	ENSG00000182628
SKA2P1	FAM33B, SKA2L	Em:AC006313.1	729012	ENSG00000232387
SKA3	C13orf3	MGC4832, RAMA1	221150	ENSG00000165480
SKAP1	SCAP1	SKAP55	8631	ENSG00000141293
SKAP1-AS1	NA	RP11-456D7.1	NA	ENSG00000263787
SKAP2	SCAP2	RA70, SKAP-HOM, SKAP55R, SAPS	8935	ENSG00000005020
SKI	NA	NA	6497	ENSG00000157933
SKIDA1	C10orf140	FLJ45187	387640	ENSG00000180592
SKIL	NA	SNO, SnoN, SnoA	6498	ENSG00000136603
SKINT1L	SKINTP, SKINTL	BTN12	391037	ENSG00000242267
SKIV2L	SKIV2	HLP, DDX13, SKI2W, 170A, SKIV2L1	6499	ENSG00000204351
SKOR1	LBXCOR1	CORL1, FUSSEL15	390598	ENSG00000188779
SKOR2	NA	CORL2, FUSSEL18, Fussel-18	652991	ENSG00000215474
SKP1	SKP1A	EMC19, OCP2, TCEB1L, MGC34403, OCP-II, p19A	6500	ENSG00000113558
SKP1P1	OCP2, TCEB1L, TCEB1P	EMC19	6922	ENSG00000231234
SKP1P2	SKP1B	p19B	728622	ENSG00000256211
SKP1P3	NA	NA	100101119	ENSG00000229707
SKP2	NA	FBXL1, FBL1, p45	6502	ENSG00000145604
SLA	NA	SLA1, SLAP-1, hSLAP, SLAP	6503	ENSG00000155926
SLA2	C20orf156	FLJ21992, SLAP-2	84174	ENSG00000101082
SLAIN1	C13orf32	FLJ30046	122060	ENSG00000139737
SLAIN2	KIAA1458	FLJ21611	57606	ENSG00000109171
SLAMF1	SLAM	CD150	6504	ENSG00000117090
SLAMF6	NA	KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352	114836	ENSG00000162739
SLAMF6P1	NA	NA	NA	ENSG00000227243
SLAMF7	NA	CRACC, 19A, CS1, CD319	57823	ENSG00000026751
SLAMF8	NA	BLAME, SBBI42, CD353	56833	ENSG00000158714
SLAMF9	NA	CD2F-10, CD84-H1, SF2001	89886	ENSG00000162723
SLBP	NA	HBP	7884	ENSG00000163950
SLC1A1	NA	EAAC1, EAAT3	6505	ENSG00000106688
SLC1A2	NA	GLT-1, EAAT2	6506	ENSG00000110436
SLC1A2-AS1	NA	NA	107984324	ENSG00000255004
SLC1A3	NA	EAAT1, GLAST, EA6	6507	ENSG00000079215
SLC1A4	NA	SATT, ASCT1	6509	ENSG00000115902
SLC1A5	RDRC, M7V1	AAAT, ASCT2	6510	ENSG00000105281
SLC1A6	NA	EAAT4	6511	ENSG00000105143
SLC1A7	NA	EAAT5	6512	ENSG00000162383
SLC2A1	GLUT1, GLUT, HTLVR, CSE	DYT18, DYT9	6513	ENSG00000117394
SLC2A1-AS1	NA	NA	440584	ENSG00000227533
SLC2A2	GLUT2	NA	6514	ENSG00000163581
SLC2A3	GLUT3	NA	6515	ENSG00000059804
SLC2A3P1	GLUT6, GLUT3P1, SLC2A3P	NA	100128062	ENSG00000253861
SLC2A3P2	NA	NA	391045	ENSG00000185031
SLC2A3P3~withdrawn	NA	NA	NA	NA
SLC2A3P4	NA	NA	399495	ENSG00000254088
SLC2A4	GLUT4	NA	6517	ENSG00000181856
SLC2A4RG	NA	GEF, HDBP1, Si-1-2, Si-1-2-19	56731	ENSG00000125520
SLC2A5	GLUT5	NA	6518	ENSG00000142583
SLC2A6	NA	GLUT9, GLUT6, HSA011372	11182	ENSG00000160326
SLC2A7	NA	GLUT7	155184	ENSG00000197241
SLC2A8	NA	GLUTX1, GLUT8	29988	ENSG00000136856
SLC2A9	NA	Glut9, GLUTX, URATv1	56606	ENSG00000109667
SLC2A9-AS1	NA	NA	105374476	ENSG00000250413
SLC2A10	NA	GLUT10	81031	ENSG00000197496
SLC2A11	NA	GLUT11, GLUT10	66035	ENSG00000133460
SLC2A12	NA	GLUT12, GLUT8	154091	ENSG00000146411
SLC2A13	NA	HMIT	114134	ENSG00000151229
SLC2A13P1	NA	NA	NA	ENSG00000254954
SLC2A14	SLC2A3P3	GLUT14	144195	ENSG00000173262
SLC2AXP1	NA	NA	399496	ENSG00000275768
SLC3A1	NA	CSNU1, D2H, RBAT, ATR1, NBAT	6519	ENSG00000138079
SLC3A2	MDU1	4T2HC, 4F2, NACAE, CD98, CD98HC, 4F2HC	6520	ENSG00000168003
SLC4A1	EPB3, AE1, DI, WD	RTA1A, CD233, FR, SW, WR	6521	ENSG00000004939
SLC4A1AP	NA	kanadaptin, HLC3	22950	ENSG00000163798
SLC4A1APP1	NA	NA	100288436	ENSG00000232060
SLC4A1APP2	NA	NA	100422527	ENSG00000236401
SLC4A2	EPB3L1, AE2	HKB3, BND3L, NBND3	6522	ENSG00000164889
SLC4A3	NA	AE3, SLC2C	6508	ENSG00000114923
SLC4A4	SLC4A5	NBC1, HNBC1, NBC2, pNBC, hhNMC	8671	ENSG00000080493
SLC4A5	NA	NBC4	57835	ENSG00000188687
SLC4A5~withdrawn	NA	NA	NA	NA
SLC4A6~withdrawn	NA	NA	NA	NA
SLC4A7	SLC4A6	NBC3, SBC2	9497	ENSG00000033867
SLC4A7OS	NA	bcm2841	NA	NA
SLC4A8	NA	NBC3	9498	ENSG00000050438
SLC4A9	NA	AE4	83697	ENSG00000113073
SLC4A10	NA	NBCn2, NCBE	57282	ENSG00000144290
SLC4A11	CHED2, CDPD1	dJ794I6.2, BTR1, NaBC1, FECD4	83959	ENSG00000088836
SLC5A1	SGLT1	D22S675, NAGT	6523	ENSG00000100170
SLC5A2	SGLT2	NA	6524	ENSG00000140675
SLC5A3	NA	SMIT, SMIT1	6526	ENSG00000198743
SLC5A4	NA	SAAT1, SGLT3, DJ90G24.4	6527	ENSG00000100191
SLC5A4-AS1	NA	RP1-90G24.10	NA	ENSG00000242082
SLC5A4P1	NA	NA	100422550	ENSG00000255116
SLC5A5	NA	NIS	6528	ENSG00000105641
SLC5A6	NA	SMVT	8884	ENSG00000138074
SLC5A7	NA	hCHT, CHT1	60482	ENSG00000115665
SLC5A8	NA	AIT	160728	ENSG00000256870
SLC5A9	NA	SGLT4	200010	ENSG00000117834
SLC5A10	NA	SGLT5	125206	ENSG00000154025
SLC5A11	NA	KST1, SMIT2, SGLT6	115584	ENSG00000158865
SLC5A12	NA	MGC52019, SMCT2	159963	ENSG00000148942
SLC6A1	NA	GAT1, GABATR, GABATHG	6529	ENSG00000157103
SLC6A1-AS1	NA	NA	NA	ENSG00000232287
SLC6A2	NET1, NAT1, SLC6A5	NET	6530	ENSG00000103546
SLC6A3	DAT1	DAT	6531	ENSG00000142319
SLC6A4	HTT, OCD1	5-HTT, SERT1	6532	ENSG00000108576
SLC6A5	NET1	GLYT2	9152	ENSG00000165970
SLC6A6	NA	TAUT	6533	ENSG00000131389
SLC6A6P1	SLC6A6P	NA	54019	ENSG00000226818
SLC6A7	NA	PROT	6534	ENSG00000011083
SLC6A8	NA	CRTR, CT1	6535	ENSG00000130821
SLC6A9	NA	GLYT1	6536	ENSG00000196517
SLC6A10P	SLC6A10	CT-2	386757	ENSG00000214617
SLC6A11	NA	GAT3	6538	ENSG00000132164
SLC6A12	NA	BGT-1	6539	ENSG00000111181
SLC6A12-AS1	NA	NA	101929384	ENSG00000256577
SLC6A13	NA	GAT2	6540	ENSG00000010379
SLC6A14	NA	NA	11254	ENSG00000268104
SLC6A14P1	NA	NA	100422432	ENSG00000236077
SLC6A14P2	NA	NA	100462652	ENSG00000237860
SLC6A14P3	NA	NA	100422417	ENSG00000236655
SLC6A15	NA	hv7-3, NTT73, FLJ10316, V7-3, SBAT1	55117	ENSG00000072041
SLC6A16	NA	NTT5	28968	ENSG00000063127
SLC6A17	NA	NA	388662	ENSG00000197106
SLC6A17-AS1	NA	NA	105378897	ENSG00000227091
SLC6A18	NA	FLJ31236, Xtrp2	348932	ENSG00000164363
SLC6A19	NA	NA	340024	ENSG00000174358
SLC6A20	NA	XT3, Xtrp3	54716	ENSG00000163817
SLC6A21P	SLC6A21	NA	652969	ENSG00000269009
SLC7A1	ERR, ATRC1	CAT-1, HCAT1, REC1L	6541	ENSG00000139514
SLC7A2	ATRC2	CAT-2, HCAT2	6542	ENSG00000003989
SLC7A2-IT1	NA	NA	NA	ENSG00000279903
SLC7A3	NA	CAT-3, ATRC3, FLJ14541	84889	ENSG00000165349
SLC7A4	NA	HCAT3, CAT-4, VH	6545	ENSG00000099960
SLC7A5	NA	LAT1, E16, D16S469E, MPE16, CD98	8140	ENSG00000103257
SLC7A5P1	NA	LAT1-3TM, MLAS	81893	ENSG00000260727
SLC7A5P2	NA	IMAA, hLAT1-3TM	387254	ENSG00000258186
SLC7A6	NA	y+LAT-2, KIAA0245, LAT3, LAT-2	9057	ENSG00000103064
SLC7A6OS	NA	FLJ13291, Iwr1	84138	ENSG00000103061
SLC7A7	LPI	y+LAT-1	9056	ENSG00000155465
SLC7A8	NA	LPI-PC1, LAT2	23428	ENSG00000092068
SLC7A9	CSNU3	NA	11136	ENSG00000021488
SLC7A10	NA	asc-1	56301	ENSG00000130876
SLC7A11	NA	xCT	23657	ENSG00000151012
SLC7A11-AS1	NA	ENST00000512786	641364	ENSG00000250033
SLC7A13	NA	AGT-1, XAT2	157724	ENSG00000164893
SLC7A14	NA	KIAA1613, PPP1R142	57709	ENSG00000013293
SLC7A14-AS1	NA	NA	101928583	ENSG00000285051
SLC7A15P	NA	NA	100289450	ENSG00000232800
SLC8A1	NCX1	NA	6546	ENSG00000183023
SLC8A1-AS1	NA	NA	100128590	ENSG00000227028
SLC8A2	NA	NCX2, KIAA1087	6543	ENSG00000118160
SLC8A3	NA	NCX3	6547	ENSG00000100678
SLC8B1	SLC24A6	FLJ22233, NCKX6, NCLX	80024	ENSG00000089060
SLC9A1	APNH, NHE1	PPP1R143	6548	ENSG00000090020
SLC9A2	NHE2	NA	6549	ENSG00000115616
SLC9A3	NHE3	NA	6550	ENSG00000066230
SLC9A3-AS1	NA	UC011CLY.2	100288152	ENSG00000225138
SLC9A3P1	NHE3P, SLC9A3P, SLC9A3P4	NA	6551	ENSG00000233011
SLC9A3P2	NA	NA	128997	ENSG00000238125
SLC9A3P3	NA	NA	728990	ENSG00000226631
SLC9A3P4~withdrawn	NA	NA	NA	NA
SLC9A3R1	NA	NHERF, EBP50, NHERF1	9368	ENSG00000109062
SLC9A3R2	NA	SIP-1, TKA-1, NHERF-2, E3KARP	9351	ENSG00000065054
SLC9A4	NA	NHE4	389015	ENSG00000180251
SLC9A5	NA	NHE5	6553	ENSG00000135740
SLC9A6	NA	NHE6, KIAA0267	10479	ENSG00000198689
SLC9A7	NA	NHE7	84679	ENSG00000065923
SLC9A7P1	NA	NA	121456	ENSG00000227825
SLC9A8	NA	KIAA0939, NHE8	23315	ENSG00000197818
SLC9A9	NA	FLJ35613, NHE9	285195	ENSG00000181804
SLC9A9-AS1	NA	NA	NA	ENSG00000240012
SLC9A9-AS2	NA	NA	NA	ENSG00000244493
SLC9B1	NHEDC1	NHA1	150159	ENSG00000164037
SLC9B1P1	NHEDC1P1	NA	100128190	ENSG00000183704
SLC9B1P2	NHEDC1P2	NA	389000	ENSG00000214329
SLC9B1P3	NA	NA	100421008	ENSG00000233867
SLC9B1P4	NA	NA	644768	ENSG00000227367
SLC9B1P5	NA	NA	100533705	NA
SLC9B2	NHEDC2	FLJ23984, NHA2	133308	ENSG00000164038
SLC9C1	SLC9A10	NHE	285335	ENSG00000172139
SLC9C2	SLC9A11	MGC43026	284525	ENSG00000162753
SLC10A1	NA	NTCP	6554	ENSG00000100652
SLC10A2	ASBT, ISBT	NA	6555	ENSG00000125255
SLC10A3	NA	P3, DXS253E	8273	ENSG00000126903
SLC10A4	NA	MGC29802	201780	ENSG00000145248
SLC10A5	NA	NA	347051	ENSG00000253598
SLC10A5P1	NA	NA	100631269	ENSG00000205184
SLC10A6	NA	SOAT	345274	ENSG00000145283
SLC10A7	C4orf13	MGC25043, DKFZp566M114, DKFZp313H0531, DKFZp779O2438	84068	ENSG00000120519
SLC11A1	LSH, NRAMP, NRAMP1	NA	6556	ENSG00000018280
SLC11A2	NRAMP2	DCT1, DMT1	4891	ENSG00000110911
SLC12A1	NA	NKCC2	6557	ENSG00000074803
SLC12A2	NA	NKCC1, BSC, BSC2, PPP1R141	6558	ENSG00000064651
SLC12A3	NA	NCCT	NA	ENSG00000070915
SLC12A4	NA	KCC1	6560	ENSG00000124067
SLC12A5	NA	KIAA1176, KCC2	57468	ENSG00000124140
SLC12A5-AS1	NA	RP11-465L10.10	NA	ENSG00000204044
SLC12A6	KCC3, ACCPN	NA	9990	ENSG00000140199
SLC12A7	NA	KCC4, DKFZP434F076	10723	ENSG00000113504
SLC12A8	NA	CCC9	84561	ENSG00000221955
SLC12A9	NA	CIP1	56996	ENSG00000146828
SLC12A9-AS1	NA	RP11-126L15.4	105375430	ENSG00000236305
SLC13A1	NA	NaSi-1, NAS1	6561	ENSG00000081800
SLC13A2	NA	NaDC-1	9058	ENSG00000007216
SLC13A3	NA	NADC3, SDCT2	64849	ENSG00000158296
SLC13A4	NA	SUT-1, SUT1	26266	ENSG00000164707
SLC13A5	NA	NACT, INDY	284111	ENSG00000141485
SLC14A1	JK	HsT1341, RACH1, RACH2	6563	ENSG00000141469
SLC14A2	NA	HUT2, UT2	8170	ENSG00000132874
SLC14A2-AS1	NA	NA	101927980	ENSG00000267097
SLC15A1	NA	PEPT1, HPECT1, HPEPT1	6564	ENSG00000088386
SLC15A2	NA	PEPT2	6565	ENSG00000163406
SLC15A3	NA	PHT2, hPTR3	51296	ENSG00000110446
SLC15A4	NA	PHT1, PTR4	121260	ENSG00000139370
SLC15A5	NA	NA	729025	ENSG00000188991
SLC16A1	NA	MCT, MCT1	6566	ENSG00000155380
SLC16A1-AS1	NA	ENST00000421157.1	100506392	ENSG00000226419
SLC16A1P1	NA	NA	100422547	ENSG00000242280
SLC16A2	DXS128, AHDS, MRX22	XPCT, MCT8, MCT7	6567	ENSG00000147100
SLC16A3	NA	MCT3, MCT4	9123	ENSG00000141526
SLC16A4	NA	MCT4, MCT5	9122	ENSG00000168679
SLC16A5	NA	MCT5, MCT6	9121	ENSG00000170190
SLC16A6	NA	MCT6, MCT7	9120	ENSG00000108932
SLC16A6P1	NA	NA	440459	ENSG00000232457
SLC16A7	NA	MCT2	9194	ENSG00000118596
SLC16A8	NA	MCT3, REMP	23539	ENSG00000100156
SLC16A9	C10orf36	FLJ43803, MCT9	220963	ENSG00000165449
SLC16A10	NA	TAT1, MCT10	117247	ENSG00000112394
SLC16A11	NA	FLJ90193, MCT11	162515	ENSG00000174326
SLC16A12	NA	MCT12	387700	ENSG00000152779
SLC16A12-AS1	NA	NA	101926906	ENSG00000234452
SLC16A13	NA	MCT13	201232	ENSG00000174327
SLC16A14	NA	FLJ30794, MCT14	151473	ENSG00000163053
SLC16A14P1	NA	NA	100128685	ENSG00000213708
SLC17A1	NPT1	NAPI-1	6568	ENSG00000124568
SLC17A2	NA	NPT3	10246	ENSG00000112337
SLC17A3	NA	NPT4	10786	ENSG00000124564
SLC17A4	NA	KIAA2138	10050	ENSG00000146039
SLC17A5	SIASD	AST, SD, ISSD, NSD, SIALIN, SLD	26503	ENSG00000119899
SLC17A6	NA	DNPI, VGLUT2	57084	ENSG00000091664
